id_str,user_id,user_sreen_name,retweet_count,in_reply_to_status_id,text
1072334131697197056,303354162,Steve_OBlue,0,null,  Nueva foto en el perfil de whatsapp de Hernán Buján Recordemos entró a River a los 6 años y jugó aolo 14 minutos ofici…
1072334131701391360,565208361,sentokun_tapu2,0,null,天宮りずむ
1072334131726569472,4452831,invadergraphix,0,null,友近ampゆりやんの時間めっちゃ面白いな。今回のドキュメンタルも実質この2人の回だったしね
1072334131697278976,3243917096,cynthia_driv,0,null,  Get ready for one of the most active meteor showers of the year later this week The GEMINIDS Meteor shower will peak w…
1072334131692998657,197811296,single_eye11,0,null, _nlab まじかよスーファミ引っ張り出さな「ロマサガ3」ほぼ全ての技を100％ひらめく方法が発見される　発見者は「おやつ」さん - ねとらぼ  _nlabから 1bLakBNd…
1072334131722358784,3872884403,guitaxs20,0,null,  hola señora bart ya esta su piscina 33EcviCqvQ
1072334131705638912,720101507413188608,elf6211,0,null, _peanut 라라 울음소리에 관한 고찰Q라라의 별명은 왜 먐먀가 되었는가A 먀 하고 울기 때문입니다 0nauqFVDS
1072334131718180865,2861629709,klayvert0000,0,null,Caleffi
1072334131726557184,1067738105405353984,dstWKWbtYh6sq0o,0,null,  ／毎日挑戦クリスマスまであと14日🎄＼合計100名様にお一人様約5000円相当の  豪華ヘアケアセットをプレゼント🎁Xmas限定デザインが当たるかも⁉️💕応募方法①  をフォロー…
1072334131693019138,925172497422548992,POYOpixxx,0,null,プゆそんくんはめぎどお腐れ界隈でプゆそんくん人気そうだな〜〜〜ってかんじするね
1072334131722375169,1021774685472677888,ojpp24,0,1072153751971028992,_R 「地元いる〜駅な」ってはやこいや！スタンプ送って待ってそう！来てくれる可愛い後輩ー！！もちろん奢りだし(ただの先輩として)サッカーの話とか今どきの話とかだべって欲しいな。。。公式アカウントになっちゃうけどインスタと… 6rG2xwbntQ
1072334131705602049,726831065906597888,suzuran_0608,0,null, _anime 本日は19時よりTOKYOMXにてTVアニメ『アニマエール！』第10話「くつ下と夏合宿」の再放送です！！まだご覧になられていない方も、既にご覧になられた方も是非ご覧下さい！！01lkANjz2   …
1072334131718180866,1356972907,botan924,0,1072089107306692608,@0ahen0 秋を満喫してるもち秋田くんとても可愛いです😭💓待ち受けにしたいくらい天使です…👼💕
1072334131718250497,130839490,2Freelancer,0,null,  Doing this actually absolves the guilty party And the perpetrators count on it 82injX
1072334131730763776,1057840951,AshieshShah,0,null,CHIVAS         … 8nzJ75pk5
1072334131705585666,938476896890826752,joon_catcher,0,null,  me an account i’ve never interacted with since i’ve been on here 63HT4b5
1072334131709837317,1018855341952458752,genome_rid,0,1072333261177806849,若葉連合入ってますが何も出来ないので…笑 
1072334131730755584,938099891867410433,htteap,0,1072333079124037632,sanae ebato (kuzu no honkai)todo en ella me enamora mi querida bebe que LA AMO MUCHO con toda mi alma además es… 565k
1072334131693084683,269449509,iceboxdesigns,0,null,Green Monday TV Discounts Are A Thing and Walmart Has Some    67XJCBK
1072334131705581569,1003706945667096576,smile0wiki,0,null,Looks like we got a real Vincent Van Elephant over here 1g4 3F2j5
1072334131726565381,844190245075603456,sanumedayo,0,null,昨日のこと 5mXglX9Cxz
